,UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,NO.OF_INQUIRIES,loan_default,riskcat
206858,469986,51578,62353,85.0,165,21854,86,6480,30-05-86,Salaried,28-08-18,5,2854,1,1,0,0,0,0,692,E-Low Risk,7,1,0,0,36500,36500,0,0,Low Risk
16667,522312,52478,78888,69.72,7,20473,86,5776,1/1/1996,Self employed,20-09-18,3,347,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
57830,461231,59347,95455,64.32,65,22442,49,6852,10/3/1995,Self employed,24-08-18,13,797,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
145084,420886,43394,70853,62.81,2,17904,51,1713,1/6/1975,Self employed,4/8/2018,4,1555,1,1,0,0,0,0,632,G-Low Risk,5,1,0,42084,46700,46700,0,0,Low Risk
184479,648830,53315,80600,69.38,36,22408,45,6646,1/1/1984,Salaried,31-10-18,13,2461,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
118335,623289,50803,71168,73.07,159,23835,51,7185,1/1/1993,Self employed,26-10-18,7,1218,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,119312,120000,119312,1,1,Not Scored
213248,565637,56978,75087,81.24,101,20644,86,707,12/8/1976,Salaried,9/10/2018,15,2973,1,1,1,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,7582,13000,13000,0,0,Not Scored
62042,527004,61213,140660,44.79,120,23033,49,6914,31-12-92,Self employed,21-09-18,12,647,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
219293,497510,64630,96729,69.89,120,23452,48,6926,3/10/1998,,10/9/2018,12,3132,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
74288,437043,42394,66087,66.58,138,14178,86,3329,25-05-75,Salaried,14-08-18,9,879,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,2,0,Low Risk
79334,542723,60213,70940,86.69,79,22815,86,772,20-06-92,Self employed,27-09-18,18,1285,1,1,0,0,0,0,642,G-Low Risk,1,0,0,0,0,0,0,0,Low Risk
115849,424461,42294,65012,66.91,18,14234,86,2686,8/6/1976,Self employed,6/8/2018,4,1445,1,1,0,0,0,0,600,I-Medium Risk,2,1,1,373,373,373,0,0,Medium Risk
43447,457324,51303,67889,78.07,19,21264,86,1848,9/10/1975,Self employed,22-08-18,4,480,1,1,1,0,0,0,826,A-Very Low Risk,5,2,0,0,77490,11490,0,1,Low Risk
3935,623408,51578,66980,79.87,147,17169,51,2784,18-01-93,Salaried,26-10-18,2,45,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
47803,548377,58059,73900,79.57,16,23915,86,3046,1/1/1984,Salaried,29-09-18,17,1149,1,1,0,0,0,0,18,Not Scored: No Updates available in last 36 months,1,0,0,0,0,0,0,0,Not Scored
141964,517391,49763,64644,80.44,105,15798,86,1291,12/5/1988,Salaried,19-09-18,6,937,1,1,0,0,0,0,758,C-Very Low Risk,3,2,0,27167,68159,68159,0,0,Low Risk
44416,426371,48349,67905,73.63,9,22888,49,5463,28-05-87,Self employed,7/8/2018,3,1704,1,0,0,1,0,0,681,E-Low Risk,1,1,0,39224,39520,39520,0,0,Low Risk
215141,423984,52803,61859,88.1,250,23000,86,1552,1/1/1961,Self employed,6/8/2018,20,3036,1,1,0,0,0,0,758,C-Very Low Risk,10,4,1,238084,363206,363206,2,0,Low Risk
227006,621774,51103,73132,70.83,17,13984,86,3248,1/1/1980,Self employed,25-10-18,17,3453,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
129187,436018,51897,67000,78.95,2,22917,86,1677,14-07-85,Salaried,13-08-18,4,160,1,1,0,0,0,0,672,F-Low Risk,4,2,1,46784,108000,115443,1,0,Low Risk
80000,550438,45843,102796,46.69,7,23571,145,5766,9/3/1989,Salaried,29-09-18,3,1480,1,1,1,0,0,0,300,M-Very High Risk,3,2,1,606309,1050000,1050000,1,0,High Risk
8560,433262,43694,62689,71.62,67,18532,45,1446,1/1/1988,Salaried,11/8/2018,6,1632,1,0,0,1,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
173771,526138,55034,74194,79.93,74,16646,86,2591,1/1/1982,Salaried,21-09-18,4,2438,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
84675,526532,59648,71100,85.0,2,22684,45,1680,4/12/1978,Self employed,21-09-18,4,225,1,1,0,0,0,0,300,M-Very High Risk,6,2,1,2344571,2706761,2706761,1,0,High Risk
15177,419852,55859,73549,77.5,18,14115,86,2687,16-06-95,Salaried,3/8/2018,4,1782,1,1,0,0,0,0,718,D-Very Low Risk,3,1,0,3971,3971,3971,1,0,Low Risk
110618,483258,62073,109150,58.63,61,24091,48,1410,17-04-92,Salaried,31-08-18,6,1712,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
179147,641437,57259,65621,89.91,3,16736,45,51,1/1/1975,Self employed,30-10-18,1,2543,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,1,No History
74111,569255,53578,65819,82.8,136,14070,86,3698,1/1/1978,Self employed,11/10/2018,8,801,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
113231,640660,55159,70172,79.66,34,22861,120,1063,11/1/1993,Salaried,30-10-18,6,268,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,2,0,No History
216106,554840,42969,68718,66.94,160,22417,51,24,2/10/1985,Self employed,3/10/2018,1,3088,1,1,1,0,0,0,597,I-Medium Risk,3,1,1,567512,665000,665000,0,0,Medium Risk
231653,445220,48401,63950,77.56,78,17014,45,2104,1/1/1994,Salaried,17-08-18,4,218,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
55128,531291,47649,71690,68.77,152,22949,45,5178,1/1/1990,Self employed,24-09-18,3,676,1,0,0,1,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,0,Not Scored
179060,476932,47049,75000,63.6,43,21388,86,3939,13-05-64,Self employed,30-08-18,8,2528,1,1,0,0,0,0,655,F-Low Risk,11,2,0,2410326,2500000,2500000,0,0,Low Risk
229930,584408,64882,78730,83.83,105,15792,45,1194,1/2/1997,Salaried,17-10-18,6,3552,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
190734,441726,41394,70249,61.21,159,23266,86,7215,9/6/1974,Salaried,16-08-18,7,2637,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
40269,472620,61013,84000,74.17,2,23934,120,1716,12/1/1979,Salaried,29-08-18,4,70,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
151305,641345,75226,107985,74.55,3,15809,51,87,19-03-87,Salaried,30-10-18,1,1980,1,1,0,0,0,0,545,J-High Risk,5,3,0,59916,110632,79977,0,1,High Risk
41580,607193,62700,102524,62.91,8,18170,51,5285,1/1/1994,Self employed,23-10-18,3,1366,1,1,0,0,0,0,657,F-Low Risk,1,1,0,117106,154000,154000,0,1,Low Risk
142510,581363,45349,67631,68.02,15,15762,86,318,15-05-96,Self employed,16-10-18,11,742,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,9800,14000,14000,0,0,Low Risk
192510,465093,61963,87141,74.59,138,14292,48,3344,9/8/1995,Self employed,25-08-18,9,2602,1,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
214108,429069,40894,63831,65.8,14,14198,86,824,1/1/1985,Salaried,9/8/2018,15,2985,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
157120,583460,52303,86654,61.16,67,22350,86,1446,1/1/1980,Salaried,16-10-18,6,2061,1,1,0,1,0,0,709,D-Very Low Risk,2,2,0,58358,63248,63248,1,1,Low Risk
233094,618043,50278,65664,77.97,36,15372,45,6536,30-06-70,Self employed,25-10-18,13,2955,1,0,1,1,0,0,705,E-Low Risk,7,1,2,25000,25000,25000,0,0,Low Risk
231280,529836,55142,67210,85.0,19,14214,45,1840,1/6/1986,Salaried,23-09-18,4,1638,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
89554,459700,44349,99800,46.09,152,12374,49,5117,17-05-92,Self employed,23-08-18,3,1442,1,1,0,0,0,0,737,C-Very Low Risk,1,1,0,19445,52208,52208,0,0,Low Risk
60346,478467,59491,91200,68.86,74,16686,48,2610,18-07-72,Salaried,30-08-18,4,414,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,0,14400,14400,0,0,Low Risk
12397,462440,46645,67375,71.99,20,23010,45,6241,10/7/1993,Self employed,24-08-18,5,1778,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,14594,26000,26000,0,0,Low Risk
119443,446676,57659,66088,89.58,5,14178,86,3379,28-02-91,Self employed,18-08-18,9,678,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
81872,468085,68747,83973,84.47,74,23207,86,2597,1/7/1989,Self employed,28-08-18,4,355,1,1,1,0,0,0,705,E-Low Risk,5,2,0,135935,200000,200000,0,0,Low Risk
60461,569043,39394,77360,53.0,1,23193,45,5083,1/1/1991,Self employed,11/10/2018,3,1645,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
14610,551272,43939,59700,78.73,3,16092,51,567,1/1/1959,Self employed,30-09-18,15,688,1,1,1,0,0,0,300,M-Very High Risk,3,2,2,77715,80467,80467,1,0,High Risk
10207,472528,61297,71045,88.68,8,18052,86,5312,25-04-84,Self employed,29-08-18,3,1160,1,1,0,0,0,0,611,H-Medium Risk,2,1,0,0,27636,27636,0,0,Medium Risk
131643,430216,55259,70605,80.73,159,23137,86,7254,13-01-92,Self employed,9/8/2018,7,1096,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
205451,565387,58159,74492,79.87,18,14115,86,2695,25-05-83,Self employed,9/10/2018,4,3010,1,1,0,0,0,0,628,H-Medium Risk,1,0,0,0,0,0,0,1,Medium Risk
202658,572084,71817,99184,74.61,9,16120,86,5430,10/2/1973,Self employed,12/10/2018,3,3024,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
169694,505498,26829,44985,66.69,74,17436,48,2488,23-03-88,Self employed,14-09-18,4,2296,1,1,0,0,0,0,597,I-Medium Risk,1,1,0,45214,53000,53000,0,0,Medium Risk
89005,528116,48428,75450,67.59,8,14823,45,5276,28-09-88,Salaried,22-09-18,3,1476,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
8564,565861,60347,71398,86.84,67,18166,86,1429,18-02-79,Self employed,9/10/2018,6,1632,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
116383,512127,52918,71762,75.95,5,17980,86,3394,1/1/1982,Self employed,17-09-18,9,1135,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,1,No History
117736,423712,51968,74290,72.02,78,17078,120,2038,1/1/1986,Self employed,6/8/2018,4,174,1,1,0,0,0,0,687,E-Low Risk,3,1,0,2399,1667000,1667000,0,0,Low Risk
54103,437903,51403,70716,74.95,16,13990,45,2951,1/1/1985,Salaried,14-08-18,14,908,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
96692,463234,41261,54212,79.87,104,23391,48,7145,3/3/1994,Salaried,25-08-18,10,900,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
148033,487657,52500,62550,89.53,61,15979,86,1308,12/6/1989,Self employed,3/9/2018,6,1992,1,1,0,0,0,0,738,C-Very Low Risk,13,5,0,90464,122044,122044,3,0,Low Risk
25001,488535,50003,59668,85.47,72,20891,86,497,1/9/1995,Salaried,4/9/2018,11,1627,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
209490,470471,52078,67825,79.62,146,21980,86,2943,6/7/1992,Self employed,28-08-18,17,2964,1,1,0,0,0,0,832,A-Very Low Risk,1,0,0,0,0,0,0,1,Low Risk
61933,426448,51803,98653,54.23,120,22934,48,6917,1/1/1978,Self employed,7/8/2018,12,647,1,1,0,0,0,0,723,D-Very Low Risk,2,1,0,135684,142500,142500,0,0,Low Risk
18872,509718,52303,99231,54.42,11,15893,86,5998,1/1/1984,Self employed,16-09-18,3,986,1,1,0,0,0,0,696,E-Low Risk,2,2,0,242342,300000,288983,1,0,Low Risk
83316,497654,44394,69900,64.38,5,13942,51,3386,1/1/1976,Salaried,10/9/2018,9,487,1,1,0,0,0,0,641,G-Low Risk,5,2,0,412405,600000,600000,0,0,Low Risk
120443,548967,44349,75300,61.09,152,18578,45,6065,15-05-87,Self employed,29-09-18,3,1904,1,0,0,0,1,0,783,B-Very Low Risk,3,1,0,4700,23500,23500,0,0,Low Risk
181824,573840,54013,75697,73.98,7,14734,45,5804,1/1/1986,Self employed,13-10-18,3,2504,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
170473,541565,65082,84000,79.17,2,22239,51,1702,26-11-95,Salaried,27-09-18,4,2319,1,1,1,0,0,0,738,C-Very Low Risk,3,2,0,44568,48650,48650,1,1,Low Risk
185094,620229,62147,74150,87.66,9,21528,45,5464,3/2/1992,Self employed,25-10-18,3,2723,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
229761,649495,70423,79370,89.83,66,16776,120,3152,2/2/1994,,31-10-18,17,3711,1,1,0,0,0,0,646,G-Low Risk,2,1,0,71300,71300,71300,1,0,Low Risk
128515,613652,58313,67631,87.98,61,17189,51,1323,14-09-94,Salaried,24-10-18,6,1920,1,1,0,0,0,0,579,I-Medium Risk,4,3,0,16890,25471,25471,1,0,Medium Risk
54796,494914,55259,67800,84.81,34,15142,86,990,10/2/1997,Salaried,7/9/2018,6,366,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
123549,467989,52078,84277,64.07,67,23146,86,1589,10/3/1998,,28-08-18,6,1049,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
173248,614088,71817,105242,69.36,146,24352,49,2989,23-05-95,Self employed,24-10-18,14,2353,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
100193,493775,52078,69652,77.53,103,22633,45,6983,9/9/1995,Self employed,7/9/2018,7,289,1,1,0,0,0,0,710,D-Very Low Risk,5,4,0,60797,90480,90480,0,0,Low Risk
30954,601916,49538,73545,70.71,152,12374,49,5202,1/1/1974,Self employed,22-10-18,3,1551,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
120263,569995,57764,82751,72.21,254,23311,86,6743,1/1/1997,Self employed,11/10/2018,13,130,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
24325,517580,59059,74800,79.95,2,15899,120,1676,27-12-62,Self employed,19-09-18,4,1510,1,1,0,0,0,0,300,M-Very High Risk,38,7,4,486354,573552,548552,0,0,High Risk
35934,510761,42476,60641,71.9,61,15919,45,1359,7/7/1995,Salaried,16-09-18,6,464,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
225918,635542,48852,64910,79.03,105,24641,48,1249,10/8/1990,Salaried,29-10-18,6,3617,1,1,0,0,0,0,567,J-High Risk,3,3,0,504153,505725,505725,1,0,High Risk
4681,523748,52628,70825,76.7,65,21617,86,6825,5/6/1979,Salaried,20-09-18,13,1799,1,0,0,1,0,0,840,A-Very Low Risk,5,0,0,0,0,0,0,0,Low Risk
137524,562806,39200,75091,54.6,146,21124,86,3043,1/1/1987,Self employed,8/10/2018,14,517,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
201679,569908,44909,67427,69.71,103,24370,45,7163,10/5/1990,Self employed,11/10/2018,7,2798,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
163594,473441,45049,62700,74.48,135,15680,45,1794,5/1/1961,Salaried,29-08-18,4,2179,1,1,0,0,0,0,564,J-High Risk,20,7,0,1108841,2302170,2341859,1,0,High Risk
22356,516412,37939,85666,45.53,20,20297,86,6456,6/7/1967,Salaried,19-09-18,5,416,1,1,0,0,0,0,723,D-Very Low Risk,3,1,0,160214,200000,200000,0,0,Low Risk
175326,612224,37139,68466,55.79,15,22647,86,312,15-08-78,Self employed,24-10-18,11,2405,1,1,0,0,0,0,801,B-Very Low Risk,8,3,0,76427,428000,398000,0,0,Low Risk
164545,497777,62947,97861,66.42,152,23552,51,5162,23-09-90,Salaried,10/9/2018,3,2259,1,1,0,0,0,0,671,F-Low Risk,1,1,0,317,500,500,0,0,Low Risk
163664,611572,57313,74500,79.6,135,15680,45,1796,7/10/1994,Self employed,24-10-18,4,2179,1,1,0,0,0,0,594,I-Medium Risk,5,4,0,286982,316000,319175,1,0,Medium Risk
217917,511634,49678,66000,78.18,202,23871,45,778,20-01-95,Self employed,17-09-18,18,3134,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
115350,480609,48349,96750,51.68,103,23750,51,7247,1/1/1991,Self employed,31-08-18,7,727,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
183355,573542,29529,65999,45.46,152,24545,120,4930,1/1/1974,Self employed,13-10-18,3,2903,1,0,0,1,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
195330,561767,43450,63400,73.66,8,14754,45,5314,8/9/1986,Self employed,8/10/2018,3,2648,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
13392,547011,43497,60129,74.84,63,16067,45,7092,9/4/1994,Self employed,28-09-18,10,1397,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,58563,65000,65000,0,0,Low Risk
102177,419308,71323,84927,85.37,2,23328,86,1631,14-08-96,Salaried,3/8/2018,4,1159,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
129935,583725,60063,68200,89.59,15,14710,86,298,1/1/1978,Salaried,16-10-18,11,1253,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
194384,521227,64669,81438,81.04,159,24485,86,7321,25-02-78,Self employed,20-09-18,7,3115,1,1,0,0,0,0,626,H-Medium Risk,4,4,0,3360544,3666439,3666439,0,0,Medium Risk
170856,457316,47749,58890,83.21,67,16565,45,1429,6/7/1972,Salaried,22-08-18,6,2277,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
135949,544339,46300,93000,50.48,2,14770,86,1603,23-10-91,Salaried,28-09-18,4,987,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
205311,647040,56333,65703,89.8,249,21479,45,2217,31-08-81,Self employed,31-10-18,4,2937,1,1,0,0,0,0,362,K-High Risk,3,3,1,118288,250000,250000,0,0,High Risk
115867,596214,43994,72352,62.2,18,22832,45,2703,2/9/1978,Salaried,21-10-18,4,1445,1,1,0,0,0,0,679,F-Low Risk,6,2,0,18874,35917,35917,0,0,Low Risk
38647,538717,49628,60953,83.67,70,16759,45,2403,2/7/1982,Self employed,26-09-18,4,102,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
188273,448712,44707,102246,44.99,5,12456,48,3359,7/7/1988,Self employed,18-08-18,9,2597,1,1,0,0,0,0,586,I-Medium Risk,2,2,1,28755,100000,74060,0,0,Medium Risk
76956,478426,40394,47558,88.31,160,24019,45,579,20-02-86,Salaried,30-08-18,15,720,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
177554,519313,69797,104100,69.16,61,22739,49,1423,3/11/1994,Salaried,19-09-18,6,2374,1,0,0,1,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,95000,0,95000,0,0,Not Scored
201522,495829,37639,67934,58.14,14,24144,51,822,6/5/1988,Self employed,8/9/2018,15,2760,1,1,0,0,0,0,594,I-Medium Risk,1,1,0,1374179,1420000,1420000,0,0,Medium Risk
103737,530251,61913,95285,66.85,36,23480,51,6592,3/5/1973,Self employed,23-09-18,13,1529,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
227300,587897,50603,75871,68.27,79,22877,86,759,7/5/1992,Self employed,19-10-18,18,3430,1,1,0,0,0,0,763,B-Very Low Risk,2,1,0,1200,20200,20200,0,0,Low Risk
179801,475831,54413,62310,89.87,67,16565,45,1429,12/5/1992,Salaried,30-08-18,6,2589,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
174005,574131,48349,71900,69.54,202,23913,45,775,1/1/1976,Self employed,13-10-18,18,2365,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
162842,559574,67169,93835,72.47,136,14028,48,3726,27-05-87,Salaried,6/10/2018,8,2177,1,1,0,0,0,0,679,F-Low Risk,6,5,0,49110,114900,95728,0,0,Low Risk
19353,450939,67669,87900,79.07,146,18317,86,2940,1/1/1984,Self employed,20-08-18,17,1558,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
107436,633602,70473,95900,74.97,8,23501,51,5626,1/2/1980,Salaried,28-10-18,3,250,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
120647,521206,53178,66078,81.87,105,20333,45,1282,7/9/1996,Salaried,20-09-18,6,1573,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
108841,482322,51278,60070,88.23,67,17485,45,1577,23-12-79,Self employed,31-08-18,6,915,1,1,0,0,0,0,675,F-Low Risk,2,2,0,611630,707000,707000,1,0,Low Risk
36767,553200,92555,129990,73.08,29,15222,51,5918,28-08-96,,30-09-18,3,1733,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
211959,640404,59547,67734,89.47,15,23459,45,305,1/1/1971,Self employed,30-10-18,11,3012,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
52787,462916,30841,45759,68.84,2,15899,51,1720,18-06-84,Self employed,24-08-18,4,1635,1,1,0,1,0,0,738,C-Very Low Risk,1,1,0,3729,7461,7461,1,0,Low Risk
35816,588274,58958,98713,63.82,152,17795,86,4918,2/11/1988,Self employed,19-10-18,3,666,1,1,1,0,0,0,590,I-Medium Risk,8,0,1,0,0,0,0,0,Medium Risk
209594,452875,45849,52865,89.85,257,23924,45,955,1/1/1976,Self employed,21-08-18,6,2890,1,1,0,0,0,0,597,I-Medium Risk,2,0,1,0,0,0,0,0,Medium Risk
214086,454266,48849,63831,78.33,14,14198,86,821,1/1/1969,Self employed,21-08-18,15,2985,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
198802,450428,59213,97500,62.56,103,21097,49,6996,6/2/1988,Salaried,20-08-18,7,2833,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
62669,577166,46145,74060,64.81,11,23126,48,5974,1/1/1987,Self employed,14-10-18,3,1172,1,1,0,0,0,0,508,K-High Risk,1,1,1,82939,90000,90000,0,0,High Risk
35536,426780,54259,65055,86.08,162,21635,86,1857,12/9/1988,Salaried,8/8/2018,4,796,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,5960,14900,14900,1,1,Low Risk
51667,603651,39439,60786,65.8,1,14701,45,5105,9/1/1995,Self employed,23-10-18,3,1749,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
129312,442068,48603,66623,74.45,64,16251,45,3505,1/1/1977,Self employed,16-08-18,9,655,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
202717,484606,49308,58750,85.7,72,24083,45,290,15-08-71,Self employed,31-08-18,11,2775,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
150082,521179,51203,73551,71.38,67,18129,45,1507,1/1/1989,Salaried,20-09-18,6,1952,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
79533,540819,58759,81094,73.99,9,16120,86,5513,1/1/1994,Self employed,27-09-18,3,1222,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
230284,628362,62113,88904,71.99,20,23257,48,6195,7/5/1988,Self employed,26-10-18,5,3724,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
198442,650514,51100,70317,73.95,146,24321,45,3000,3/9/1974,Self employed,31-10-18,14,2670,1,1,0,0,0,0,728,D-Very Low Risk,8,4,0,21447,89100,89100,0,0,Low Risk
82112,552925,50403,70003,73.85,67,18166,86,1515,1/1/1971,Salaried,30-09-18,6,1064,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,51700,51700,51700,0,0,Not Scored
194964,569862,55459,73500,77.55,67,16605,120,1577,1/1/1979,Self employed,11/10/2018,6,2608,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
111392,506280,61947,71152,89.95,19,21264,86,1848,11/7/1991,Salaried,14-09-18,4,105,1,1,0,0,0,0,763,B-Very Low Risk,5,4,1,6901,45276,45276,0,0,Low Risk
146302,482161,40898,56551,74.98,10,18471,48,5701,2/8/1991,Self employed,31-08-18,3,1309,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,576618,576618,576618,0,0,Not Scored
213160,482175,36139,50505,74.65,105,20292,48,1294,23-03-72,Salaried,31-08-18,6,2991,1,1,0,0,0,0,611,H-Medium Risk,3,3,0,350295,821021,796316,0,0,Medium Risk
230341,634306,96899,151000,65.56,2,24779,48,1705,20-01-73,Salaried,28-10-18,4,3676,1,1,0,0,0,0,589,I-Medium Risk,1,1,0,1051918,1120000,1120000,0,1,Medium Risk
21870,442009,47749,62282,78.67,67,18129,45,1519,7/12/1985,Salaried,16-08-18,6,394,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
100907,541580,62593,71500,89.51,2,23550,86,1657,3/9/1988,Salaried,27-09-18,4,60,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,1,0,0,0,0,0,0,0,Not Scored
131566,450271,51303,68384,77.5,159,23137,86,7199,1/1/1992,Self employed,20-08-18,7,1096,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
44371,609825,56259,74368,77.99,9,22537,45,5442,12/9/1992,Self employed,24-10-18,3,1704,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
17262,544939,76751,106045,74.5,48,18519,51,6329,9/6/1995,Salaried,28-09-18,5,1433,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
75524,631648,58147,70884,84.93,19,22320,45,1908,5/9/1978,Self employed,27-10-18,4,1148,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
